,username,id,date,retweet,likes,text,Symbol,Subjectivity,Polarity,Score
889,IBDinvestors,1348737499229655040,2021-01-11 21:04:12,6,31,"b'Indexes take needed break, but Etsy, Innovative Industrial Properties, GM stage bullish rebounds $ETSY $IIPR $GM '","['ETSY', 'IIPR', 'GM']",1.0,0.5,Positive
892,IBDinvestors,1348691798504349697,2021-01-11 18:02:36,2,12,b'Nio $NIO stock surged Monday after the company unveiled a new electric car over the weekend. evs stockstowatch\n\n',['NIO'],0.45454545454545453,0.13636363636363635,Positive
894,IBDinvestors,1348424185371127809,2021-01-11 00:19:12,10,0,b'Futures fall as warning signs grow. These hot EV stocks are in focus.  $TSLA $NIO $XPEV $LI $BYDDF\xe2\x80\xa6',"['TSLA', 'NIO', 'XPEV', 'LI', 'BYDDF']",0.8500000000000001,0.25,Positive
896,IBDinvestors,1347650386421714944,2021-01-08 21:04:24,7,37,"b'Stocks power past warning signs: Tesla flashes climax top signals; Nio, Chipotle in buy zones $TSLA $NIO $CMG '","['TSLA', 'NIO', 'CMG']",0.375,0.125,Positive
898,IBDinvestors,1347568288608391171,2021-01-08 15:38:11,4,20,b'The race to be the next trillion-dollar company just got more interesting. $TSLA $FB\n\n',"['TSLA', 'FB']",0.3333333333333333,0.3333333333333333,Positive
900,IBDinvestors,1347382420849491969,2021-01-08 03:19:36,14,0,"b'Tesla unveils Model Y SR for $41,990 - $8K cheaper than prior base MY. Range 244 miles. The Ford Mach-E (230mi) and coming\xe2\x80\xa6'","['41', '8K']",0.5,-0.4,Negative
903,IBDinvestors,1347246150064156683,2021-01-07 18:18:07,7,31,"b'Scott St. Clair () kicks off the new year with  on InvestingwithIBD! Hear why post-trade analysis is crucial to finding your investing edge. Plus, we take a look at a few stock ideas. $NTR $CRSR $UBER WATCH here:  '","['NTR', 'CRSR', 'UBER']",0.5181818181818182,-0.009848484848484856,Negative
908,IBDinvestors,1346928677699903491,2021-01-06 21:16:36,3,12,"b'Dow Jones tech giant Salesforce stock is ripe for a big move after forming a new base. With a possible breakout on the horizon, here\xe2\x80\x99s an option trade for investors looking to take advantage of a big move in $CRM. To check out more options videos, go to  '",['CRM'],0.5935064935064934,-0.023376623376623384,Negative
911,IBDinvestors,1346866115922706433,2021-01-06 17:08:00,0,7,"b""GM $GM stock took a spin in the fast lane in the final quarter of 2020. Here's what investors should know about buying this stock. stockstowatch """,['GM'],0.8,0.1,Positive
913,IBDinvestors,1346562236433592327,2021-01-05 21:00:29,1,17,"b'Stocks Rebound:  breaks out, Upstart tries to clear IPO base, Qorvo ascends toward buy point $JD $UPST $QRVO '","['JD', 'UPST', 'QRVO']",0.5944444444444444,-0.26666666666666666,Negative
919,IBDinvestors,1346201156230344704,2021-01-04 21:05:41,7,41,"b'Stock market faces early 2021 test; Nio jumps, Apple falls, Shopify round trips $NIO $AAPL $SHOP '","['NIO', 'AAPL', 'SHOP']",0.35,-0.05,Negative
920,IBDinvestors,1346181798447915008,2021-01-04 19:48:46,1,7,b'Tesla $TSLA stock soared to a new high Monday after the electric vehicle maker notched another delivery record during the fourth quarter. ',['TSLA'],0.3315151515151515,0.0987878787878788,Positive
921,IBDinvestors,1346091661059788800,2021-01-04 13:50:35,2,14,"b'These nine stocks, including Tesla $TSLA, jumped four-times or more than the S&amp;P 500 in January the past five years on average. '",['TSLA'],0.3833333333333333,0.03333333333333333,Positive
922,IBDinvestors,1345052736589586434,2021-01-01 17:02:16,0,5,b'Our New Year deal is here! Get 2 months of IBD Digital + a free gift for $20.21 \xf0\x9f\x8e\x81  ',['20'],0.4181818181818182,0.19015151515151515,Positive
923,IBDinvestors,1344751094962868225,2020-12-31 21:03:39,3,19,"b'Stock Market Analysis: Looking back at 2020, preparing for 2021 \xe2\x80\x93 Jefferies, Pinterest, Hot EV stock in focus $JEF $PINS $BYDDF '","['JEF', 'PINS', 'BYDDF']",0.42500000000000004,0.125,Positive
924,IBDinvestors,1344698674404753408,2020-12-31 17:35:21,8,22,"b""If you'd invested $10,000 in January into these top stocks, you'd have $1.1 million by now. ""","['10', '1']",0.5,0.5,Positive
925,IBDinvestors,1344508710647980033,2020-12-31 05:00:31,1,11,b'Our New Year deal is here! Get 2 months of IBD Digital + a free gift for $20.21 \xf0\x9f\x8e\x81  ',['20'],0.4181818181818182,0.19015151515151515,Positive
926,IBDinvestors,1344328143000244224,2020-12-30 17:03:00,0,10,b'This new IPO stock is growing at an impressive clip and supplies a key component of the Pfizer $PFE and BioNTech $BNTX coronavirus vaccine. stockstowatch ',"['PFE', 'BNTX']",0.8181818181818182,0.37878787878787873,Positive
927,IBDinvestors,1344309033704988673,2020-12-30 15:47:04,0,10,"b""Apple AAPL and Moody's $MCO are two well-known winning stocks that Warren Buffett owns. But many of his top stocks in 2020 are far less obvious. warrenbuffett stockstowatch """,['MCO'],0.5527777777777778,0.2388888888888889,Positive
929,IBDinvestors,1343953423427805184,2020-12-29 16:14:00,9,41,"b""After the company became the world's most valuable automaker this year, here's the 2021 outlook for Tesla $TSLA stock. """,['TSLA'],0.5,0.5,Positive
930,IBDinvestors,1343946557301747714,2020-12-29 15:46:43,1,8,"b""If you lose $609 billion when everyone else is up 14.5% \xe2\x80\x94 that's a bad year. And yet, that's exactly what happened to those betting on some popular stocks in 2020.\n\n""",['609'],0.6055555555555555,0.050000000000000044,Positive
931,IBDinvestors,1343663234444709890,2020-12-28 21:00:53,2,12,"b'Amazon, other big caps lead market rally to new highs, Ross Stores in buy zone; Shopify, growth names retreat $AMZN $ROST $SHOP '","['AMZN', 'ROST', 'SHOP']",0.3098484848484848,0.0037878787878787845,Positive
933,IBDinvestors,1343372220341608448,2020-12-28 01:44:30,6,0,"b'President Trump signs stimulus bill, saying GOP-led Senate will vote on $2,000 direct checks, Section 230 repeal and inves\xe2\x80\xa6'",['2'],0.4,0.1,Positive
935,IBDinvestors,1342189851760844800,2020-12-24 19:26:11,0,16,"b'Stock Market Analysis: Holding at highs, rally looks strong: Generac, Purple Innovation, Taiwan Semi flash buy signals $GRNC $PRPL $TSM Check out the full show here:  '","['GRNC', 'PRPL', 'TSM']",0.6416666666666666,0.3916666666666666,Positive
937,IBDinvestors,1342161050284613634,2020-12-24 17:31:45,4,15,"b'Section230 of the Communications Decency Act now sits in the crosshairs of a Congress that is upset over its broad protections for tech giants like Amazon $AMZN, Facebook $FB, Twitter $TWTR, and others. '","['AMZN', 'FB', 'TWTR']",0.3125,0.0625,Positive
938,IBDinvestors,1342138613421625344,2020-12-24 16:02:35,1,12,"b""Alibaba $BABA looks like it's on sale after selling off sharply in premarket trading Thursday, but does that make this stock a buy right now? \n\n""",['BABA'],0.6428571428571428,0.08035714285714285,Positive
940,IBDinvestors,1341851335205928960,2020-12-23 21:01:03,3,16,"b'Stocks hold near highs: Axon breaks out; AMD, West Pharmaceutical near key levels $AAXN $AMD $WST '","['AAXN', 'AMD', 'WST']",0.6,0.06666666666666667,Positive
941,IBDinvestors,1341830627348377600,2020-12-23 19:38:46,3,27,"b'Leading chipmaker  is ripe for a breakout as the stock has been forming a new base. With a possible breakout on the horizon, here\xe2\x80\x99s an option trade for investors looking to take advantage of a big price swing in $NVDA. For more about options, go to  '",['NVDA'],0.610909090909091,-0.03272727272727274,Negative
943,IBDinvestors,1341503914345115648,2020-12-22 22:00:31,0,8,"b'Make sure to check out the latest episode of \xe2\x80\x9cStock Market Today\xe2\x80\x9d for IBD\xe2\x80\x99s end-of-day market insights and analysis of notable stock moves from today\xe2\x80\x99s trading session. To watch, go to  $ISRG $QRVO $MPWR '","['ISRG', 'QRVO', 'MPWR']",0.762962962962963,0.5,Positive
944,IBDinvestors,1341488780155351040,2020-12-22 21:00:23,4,14,"b'Nasdaq rises in mixed session: Intuitive Surgical breaks out; Qorvo, Monolithic Power near buy points $ISRG $QRVO $MPWR '","['ISRG', 'QRVO', 'MPWR']",0.325,0.05,Positive
945,IBDinvestors,1341477358495096832,2020-12-22 20:15:00,1,8,"b""Here's how investors can use long call options to trade Nio $NIO stock rather than buy it outright. optionstrading stockstowatch\n\n""",['NIO'],0.4,-0.05,Negative
949,IBDinvestors,1341127407890169856,2020-12-21 21:04:25,4,24,"b'The stock market turned in resilient performance Monday, overcoming early fears of a new coronavirus strain in the U.K. $NKE $EXAS $GNRC '","['NKE', 'EXAS', 'GNRC']",0.37727272727272726,0.11818181818181818,Positive
952,IBDinvestors,1340767903277326337,2020-12-20 21:15:53,2,0,b'Target and Chegg among the new names among The 5 Best Stocks To Buy And Watch Now $AMD $CHGG $TGT\n\n\xe2\x80\xa6',"['AMD', 'CHGG', 'TGT']",0.37727272727272726,0.5681818181818181,Positive
954,IBDinvestors,1340346761899102214,2020-12-19 17:22:25,5,0,"b'Idexx Labs, Intuitive Surgical Lead 5 Stocks Clearing At Least Early Buy Points $IDXX $ISRG $EXAS $CRL $TXG \n\xe2\x80\xa6'","['IDXX', 'ISRG', 'EXAS', 'CRL', 'TXG']",0.35,-0.09999999999999999,Negative
955,IBDinvestors,1340040323968290817,2020-12-18 21:04:44,3,21,"b'Stock market analysis: Nasdaq dips as stimulus talks drag, but weekly gains strong; Cadence Design, Chegg in focus $CDNS $CHGG '","['CDNS', 'CHGG']",0.4020833333333333,0.16666666666666663,Positive
956,IBDinvestors,1340035273023840256,2020-12-18 20:44:40,0,11,"b""Tesla $TSLA was in high demand on Friday as funds rushed in to buy shares on the last trading day before the automaker's debut on the S&amp;P 500. stocks stockmarket teslastock\n\n""",['TSLA'],0.3033333333333333,0.08,Positive
957,IBDinvestors,1339977726619508737,2020-12-18 16:56:00,0,8,"b""Despite being first to market, experts say there are a number of reasons why Pfizer $PFE won't be the kingpin of Covid_19 vaccines. """,['PFE'],0.3333333333333333,0.25,Positive
958,IBDinvestors,1339971165834465282,2020-12-18 16:29:56,0,15,b'Bank of America $BAC this week unveiled its top stocks for 2021 it thinks will outperform in all the sectors.\n\n',['BAC'],0.5,0.5,Positive
959,IBDinvestors,1339695207948775424,2020-12-17 22:13:22,2,17,b'Tesla $TSLA stock rose to a record high on Thursday. tesla\n\n',['TSLA'],0.7449999999999999,0.38,Positive
960,IBDinvestors,1339676674594492416,2020-12-17 20:59:43,2,23,"b'The Dow, S&amp;P 500 and Russell 2000 also hit new highs Thursday as more breakouts emerged $LULU $DKNG $EXAS '","['LULU', 'DKNG', 'EXAS']",0.4772727272727273,0.3181818181818182,Positive
961,IBDinvestors,1339666336465760260,2020-12-17 20:18:39,27,100,"b'Find out top growth stocks to watch on the latest episode of InvestingwithIBD!  tells  his top picks for 2021, including $PYPL $ETSY $QCOM and more. WATCH the full episode here:  '","['PYPL', 'ETSY', 'QCOM']",0.5900000000000001,0.495,Positive
962,IBDinvestors,1339662902471454721,2020-12-17 20:05:00,0,10,"b'Is Exact Sciences $EXAS, the IBD Stock Of The Day, on your watchlist? stockstowatch ibdstockoftheday '",['EXAS'],0.25,0.25,Positive
963,IBDinvestors,1339657792991289344,2020-12-17 19:44:42,0,8,"b'General Motors $GM appears well poised to follow the trail Tesla $TSLA has blazed, according to one analyst. stockstowatch stocksinnews \n'","['GM', 'TSLA']",0.5,0.05000000000000002,Positive
964,IBDinvestors,1339601999919136773,2020-12-17 16:03:00,2,22,"b""Tesla $TSLA stock's inclusion in the S&amp;P 500 is finally here. But investors looking for meaningful exposure to this hot stock may look elsewhere.\n\n""",['TSLA'],0.7833333333333333,0.25,Positive
966,IBDinvestors,1339283653055148034,2020-12-16 18:58:00,0,11,b'Grayscale Bitcoin Trust $GBTC and other Bitcoin stocks rallied Wednesday.\n',['GBTC'],0.375,-0.125,Negative
967,IBDinvestors,1339274270124359680,2020-12-16 18:20:43,0,7,"b""Moderna $MRNA stock tumbled Tuesday after Dr. Anthony Fauci reiterated it's unknown how long immunity from CovidVaccines might last.\n\n""",['MRNA'],0.5,-0.07500000000000001,Negative
968,IBDinvestors,1339246996742426625,2020-12-16 16:32:20,6,21,"b'Dow Jones leader  is ripe for another rally after bouncing off the 21-day moving average. With earnings due in January, here\xe2\x80\x99s an option trade for investors looking to get long $AAPL. For more on options, go to  '",['AAPL'],0.41874999999999996,0.04375,Positive
970,IBDinvestors,1338966088344801280,2020-12-15 21:56:06,0,8,b'Make sure to check out the latest episode of \xe2\x80\x9cStock Market Today\xe2\x80\x9d with  and  for IBD\xe2\x80\x99s end-of-day market insights and analysis of notable stock moves from today\xe2\x80\x99s trading session. Watch the full video HERE:  $AAPL $SEDG $CMG ',"['AAPL', 'SEDG', 'CMG']",0.7097222222222221,0.4625,Positive
974,IBDinvestors,1338877225475588099,2020-12-15 16:03:00,3,16,"b'This investment firm named seven semiconductor stocks as ""top picks"" for 2021, including Nvidia $NVDA. '",['NVDA'],0.45,0.15,Positive
975,IBDinvestors,1338631688428154880,2020-12-14 23:47:19,3,0,b'Five stocks flash new buy signals as markets mull coronavirus news; futures rise  $AMD $PYPL $PTON\xe2\x80\xa6',"['AMD', 'PYPL', 'PTON']",0.45454545454545453,0.13636363636363635,Positive
976,IBDinvestors,1338589961205891073,2020-12-14 21:01:31,3,20,b'The Nasdaq composite gapped above its 10-day moving average and is back near highs after last week\xe2\x80\x99s sell-off $IIPR $PTON $PYPL ',"['IIPR', 'PTON', 'PYPL']",0.19333333333333333,-0.009999999999999998,Negative
978,IBDinvestors,1338266222434144256,2020-12-13 23:35:05,3,0,"b'Dow futures rise as coronavirus vaccine shipments begin. Check out $AMD, Shopify and other top stocks near buy points, wit\xe2\x80\xa6'",['AMD'],0.425,0.15833333333333333,Positive
980,IBDinvestors,1337502648849686528,2020-12-11 21:00:55,2,17,b'Will the market rally respect this line? Two stocks in buy zones from tight patterns $TPX $IIPR ',"['TPX', 'IIPR']",0.2857142857142857,-0.17857142857142858,Negative
982,IBDinvestors,1337444884370755586,2020-12-11 17:11:23,1,12,"b""Don't beat yourself up for missing hot IPO stocks like Airbnb $ABNB. It's possible to make money in IPOs in the aftermarket.\n\n""",['ABNB'],0.6333333333333334,0.016666666666666663,Positive
985,IBDinvestors,1337133781694767104,2020-12-10 20:35:10,6,33,"b'On the latest InvestingwithIBD,  is joined by  to discuss how to make a trading strategy your own. Plus, we use 2 key indicators to screen for leading growth stocks like $TSLA, $UBER, $AMZN and $ZM. WATCH the full video at   '","['TSLA', 'UBER', 'AMZN', 'ZM']",0.8625,0.36250000000000004,Positive
987,IBDinvestors,1337075237565812737,2020-12-10 16:42:32,5,15,"b""Is Nio $NIO stock a buy right now? Here's what the analysis and stock charts point to. stockstobuy """,['NIO'],0.5357142857142857,0.2857142857142857,Positive
988,IBDinvestors,1336797135107395592,2020-12-09 22:17:28,2,6,"b'Are Chinese EV companies ,  and  catching up to ? Michael Dunne () explains. To get the full breakdown, watch the segment here:  $TSLA $NIO $LI $XPEV '","['TSLA', 'NIO', 'LI', 'XPEV']",0.4833333333333334,0.31666666666666665,Positive
989,IBDinvestors,1336777962436272128,2020-12-09 21:01:17,4,19,"b'Nasdaq leads sell-off; Shopify, marijuana stock near buy points; Facebook faces antitrust suits $SHOP $IIPR $FB '","['SHOP', 'IIPR', 'FB']",0.4,0.1,Positive
996,IBDinvestors,1336368947382390786,2020-12-08 17:56:00,4,16,b'More good news for Tesla $TSLA:\n\n',['TSLA'],0.55,0.6,Positive
997,IBDinvestors,1336317146092220419,2020-12-08 14:30:09,1,12,"b'NEW InvestingStrategies!  of  talks top tech companies to watch, incl. $AAPL $Z &amp; two upcoming IPOs.  discusses China EV stocks vs. $TSLA, &amp;  shares a WarrenBuffett lesson for growth investors. WATCH:  '","['AAPL', 'Z', 'TSLA']",0.4772727272727273,0.3352272727272727,Positive
999,IBDinvestors,1336054436834119680,2020-12-07 21:06:15,4,13,b'Adobe outperformed with earnings due Wednesday after the close $ADBE  $SWKS $CVNA ',"['ADBE', 'SWKS', 'CVNA']",0.375,-0.125,Negative
1000,IBDinvestors,1335994325650399232,2020-12-07 17:07:23,4,11,"b'Four companies busted past the $1 trillion valuation barrier this year. But now, all eyes are on the fifth stock to do it. '",['1'],0.25,-0.25,Negative
1001,IBDinvestors,1334966096584011776,2020-12-04 21:01:34,2,24,"b'Stock market analysis: Can bulls keep running after another big week? Novocure, Intuitive Surgical strong $NVCR $ISRG '","['NVCR', 'ISRG']",0.41666666666666663,0.21666666666666665,Positive
1005,IBDinvestors,1334664172387307520,2020-12-04 01:01:50,2,21,"b'On this episode of InvestingwithIBD,  of Champion Team Trading talked to  about his risk-first trading strategy. Plus, we look at several stocks showing a rare chart pattern. $NIO, $SNAP and $SRRK To watch the full video, go to  '","['NIO', 'SNAP', 'SRRK']",0.4833333333333334,0.21666666666666665,Positive
1008,IBDinvestors,1334603673079463940,2020-12-03 21:01:26,1,9,"b'Zscaler and Snowflake were big earnings movers, while EXP World Holdings continues to base nicely $ZS $SNOW $EXPI '","['ZS', 'SNOW', 'EXPI']",0.7000000000000001,-0.0666666666666667,Negative
1009,IBDinvestors,1334550776958447622,2020-12-03 17:31:14,1,7,"b""Tesla $TSLA stock is amazing, but investors made more money lately betting on Tesla's archenemy. \n\n""",['TSLA'],0.6666666666666666,0.26666666666666666,Positive
1011,IBDinvestors,1334227442668597254,2020-12-02 20:06:25,6,21,"b'New IPO stock Snowflake reports earnings after the close today. Here\xe2\x80\x99s why this option trade on $SNOW could benefit investors. To watch, go to  '",['SNOW'],0.45454545454545453,0.13636363636363635,Positive
1012,IBDinvestors,1334114341264580611,2020-12-02 12:37:00,1,10,"b""Is Moderna $MRNA stock a good buy? Here's what the stock charts and technical analysis point to: """,['MRNA'],0.35000000000000003,0.35,Positive
1016,IBDinvestors,1333802841631145986,2020-12-01 15:59:12,1,5,"b'These six stocks, including technology giant Microsoft $MSFT, topped the S&amp;P 500 in December for each of the past five years. '",['MSFT'],0.625,-0.125,Negative
1017,IBDinvestors,1333763781248380929,2020-12-01 13:24:00,11,58,"b'Is this the end of Alibaba $BABA,  $JD, Nio $NIO and other Chinese stocks? '","['BABA', 'JD', 'NIO']",0.1875,-0.0625,Negative
1018,IBDinvestors,1333750946816425986,2020-12-01 12:33:00,2,5,"b""For investors with a neutral to slightly bullish outlook, a broken wing butterfly could be a nice way to trade Tesla $TSLA stock. Here's how you'd set it up:\n\n""",['TSLA'],0.5222222222222223,0.011111111111111108,Positive
1020,IBDinvestors,1333516007340576768,2020-11-30 20:59:26,6,23,"b'Blue chips and small caps lagged Monday, but the Nasdaq composite closed well off lows $AMD $SHOP $AAPL '","['AMD', 'SHOP', 'AAPL']",0.19999999999999998,-0.11666666666666665,Negative
1022,IBDinvestors,1333470948138373123,2020-11-30 18:00:23,1,8,b'Limited time only: Save over $60 on MarketSmith! cybermonday stocks profit investorsbusinessdaily  ',['60'],0.5714285714285714,-0.03571428571428571,Negative
1023,IBDinvestors,1333198493884747776,2020-11-29 23:57:45,5,0,b'Techs lead futures higher; watch these four stocks  $AAPL $NIO $ZM $CRWD $TSLA $XPEV $LI $QRVO $QCO\xe2\x80\xa6',"['AAPL', 'NIO', 'ZM', 'CRWD', 'TSLA', 'XPEV', 'LI', 'QRVO', 'QCO']",0.5,0.25,Positive
1026,IBDinvestors,1332384039471235074,2020-11-27 18:01:24,3,17,"b'Stock market analysis: Strong week, but are investors getting too bullish? Palantir, PayPal in focus $PLTR $PYPL '","['PLTR', 'PYPL']",0.7333333333333333,0.4333333333333333,Positive
1033,IBDinvestors,1331678494351233024,2020-11-25 19:17:49,2,16,"b""Tesla's $TSLA green light to join the S&amp;P 500 instantly added $31 billion to investors' portfolios. Which stocks might be next? ""","['TSLA', '31']",0.41666666666666663,0.05,Positive
1034,IBDinvestors,1331669323765723136,2020-11-25 18:41:22,2,10,"b'. of  joins  to discuss the current market action, and patience and imagination when managing winning trades. We also take a look at a few stocks, including IPOs $SNOW, $ASO and $CMPS. To watch the full episode, go to '","['SNOW', 'ASO', 'CMPS']",0.38,0.15,Positive
1035,IBDinvestors,1331342171685810177,2020-11-24 21:01:23,7,23,"b'Dow Jones hits record high: Google, PayPal flash buy signals; Novocure tumbles $GOOGL $PYPL $NVCR '","['GOOGL', 'PYPL', 'NVCR']",0.5399999999999999,0.16,Positive
1043,IBDinvestors,1329894432297009157,2020-11-20 21:08:35,7,15,"b'Stock market analysis; Novocure flashes several buy signals, Qorvo sets up new entry $NVCR $QRVO '","['NVCR', 'QRVO']",0.22727272727272727,0.06818181818181818,Positive
1044,IBDinvestors,1329859294506860545,2020-11-20 18:48:58,4,13,"b""Amazon $AMZN continues to push further in the health care field and could be a huge disruptor. Here's what that means for its stock.\n\n""",['AMZN'],0.7,0.20000000000000004,Positive
1045,IBDinvestors,1329813560621338625,2020-11-20 15:47:14,3,16,"b""Owning a stock that's added to the S&amp;P 500 is lucrative \xe2\x80\x94 just ask Tesla $TSLA. But investors looking in less obvious places are scoring even bigger gains. stockstowatch\n\n""",['TSLA'],0.35555555555555557,-0.05555555555555555,Negative
1047,IBDinvestors,1329530440923811841,2020-11-19 21:02:13,4,19,b'The Nasdaq outperformed Thursday on hopes for more stimulus talks $CRM $AMD $BILI ',"['CRM', 'AMD', 'BILI']",0.5,0.5,Positive
1049,IBDinvestors,1329211372308140033,2020-11-18 23:54:21,1,0,"b'Market rally has bad day amid mixed coronavirus news. Tesla breaks out, as stock news continues to be the main $TSLA catal\xe2\x80\xa6'",['TSLA'],0.4166666666666667,-0.17777777777777773,Negative
1050,IBDinvestors,1329168026957012992,2020-11-18 21:02:07,2,11,"b'Indexes closed weak but strength continues under the surface. Breakouts in Target and Lithia Motors, CrowdStrike sets up $TGT $LAD $CRWD '","['TGT', 'LAD', 'CRWD']",0.3625,-0.2375,Negative
1053,IBDinvestors,1329094245399969792,2020-11-18 16:08:56,2,5,"b'Broadcom $AVGO and these four others are among the best dividend stocks in 2020, yoking solid yields to strong performance. '",['AVGO'],0.37777777777777777,0.4777777777777778,Positive
1054,IBDinvestors,1329085711648124934,2020-11-18 15:35:01,3,20,"b""Tesla's green light to join the S&amp;P 500 instantly added $31 billion to investors' portfolios. Which stocks might be next?\n\n""",['31'],0.5555555555555555,0.06666666666666667,Positive
1057,IBDinvestors,1328771133840236546,2020-11-17 18:45:00,1,14,"b""Warren Buffett's latest portfolio moves include shedding some Apple ( $AAPL) while buying up several key drug stocks.\n\n""",['AAPL'],0.6333333333333333,0.16666666666666666,Positive
1062,IBDinvestors,1327356399714660352,2020-11-13 21:03:21,2,16,"b'Stocks rally to cap wild week: Nio, Zoom Video flash sell signals; Exact Sciences trades bullishly $NIO $ZM $EXAS '","['NIO', 'ZM', 'EXAS']",0.325,0.175,Positive
1063,IBDinvestors,1327313780582342668,2020-11-13 18:14:00,2,24,"b""Illumina ( $ILMN ) and other genetic stocks are making strides in early cancer detection through liquid biopsy tests. Here's what investors should know about this sector.\n\n""",['ILMN'],0.3375,-0.012499999999999997,Negative
1064,IBDinvestors,1327034738348003334,2020-11-12 23:45:11,4,16,"b'Positive news on a COVID19 vaccine has led to strong growth for key biotech stocks. Nina Deka () of  talks to  about the latest trends and stocks to watch: $MRNA, $ILMN, + $OMCL. See  for more! '","['MRNA', 'ILMN', 'OMCL']",0.7357575757575757,0.3571212121212121,Positive
1066,IBDinvestors,1326631140514394114,2020-11-11 21:01:26,4,21,"b'Tech retakes the lead; RH breaks out, Taiwan Semi holds strong, and Pinterest continues reversal $RH, $TSM, $PINS '","['RH', 'TSM', 'PINS']",0.7333333333333333,0.4333333333333333,Positive
1068,IBDinvestors,1325906142329888769,2020-11-09 21:00:33,3,12,"b'Technology stocks generally sat Monday\xe2\x80\x99s rally out, but Intuit delivered a breakout $INTU $CRM $AMD '","['INTU', 'CRM', 'AMD']",0.5,0.05000000000000002,Positive
1069,IBDinvestors,1325884371384070146,2020-11-09 19:34:02,3,11,"b' of  discusses the growth in genomics stocks and how biotech players stand to make huge gains from a potential COVID19 vaccine. To WATCH the full interview, go to:  $ARKG $PACB $ILMN $NVTA '","['ARKG', 'PACB', 'ILMN', 'NVTA']",0.8166666666666668,0.25,Positive
1071,IBDinvestors,1324819402835943424,2020-11-06 21:02:14,4,12,"b'Stocks close strong, cap huge weekly gains on election results; Nvidia breaks out, Microsoft near buy point $NVDA $MSFT '","['NVDA', 'MSFT']",0.6777777777777777,0.3111111111111111,Positive
1073,IBDinvestors,1324385067259613185,2020-11-05 16:16:20,0,4,"b', Chief Investment Strategist at , weighs in on how investors should handle their portfolios amid election uncertainty. Then, he analyzes $MSFT, $NVDA, &amp; $YETI as three top stocks to watch with stellar fundamentals. WATCH here:  '","['MSFT', 'NVDA', 'YETI']",0.375,0.375,Positive
1075,IBDinvestors,1324094552332890112,2020-11-04 21:01:56,2,7,b'Stocks rally after Election Day:  and Alphabet show breakouts but Nio could be a climax top $JD $GOOGL $NIO ',"['JD', 'GOOGL', 'NIO']",0.5,0.5,Positive
1077,IBDinvestors,1324047814570119168,2020-11-04 17:56:13,0,13,"b'Uber ( $UBER) and Lyft ( $LYFT) stocks surged on Wednesday morning, after California voters apparently approved Proposition 22. '","['UBER', 'LYFT']",0.35,0.05,Positive
1078,IBDinvestors,1323756706556502016,2020-11-03 22:39:27,2,10,b'China regulators suspended Ant Group\xe2\x80\x99s record-breaking IPO launch this week. Brendan Ahern () of  gives the latest updates on the deal and what investors can expect moving forward. $BABA investing Click  for the full video ',['BABA'],0.7250000000000001,0.425,Positive
1080,IBDinvestors,1323708776222842880,2020-11-03 19:29:00,1,26,"b""Is Nio ($NIO) stock a buy right now? Here's what investors should know about the China-based electric-car startup.\n\n""",['NIO'],0.5357142857142857,0.2857142857142857,Positive
1081,IBDinvestors,1323666294760075264,2020-11-03 16:40:11,1,18,"b'All new Investing Strategies!  speaks w/  CEO &amp; \xe2\x80\x99s CFO after their quarterly reports $HZNP $CHGG.  of  weighs in on election uncertainty in the market &amp; analyzes $MSFT $NVD &amp; $YETI, WATCH here:  '","['HZNP', 'CHGG', 'MSFT', 'NVD', 'YETI']",0.45454545454545453,0.17045454545454544,Positive
1083,IBDinvestors,1322268079850618880,2020-10-30 20:04:11,2,13,"b'Stock market crumbles: Indexes Dive More Leaders Break; Monolithic Power, Ultragenyx strong $MPWR $RARE '","['MPWR', 'RARE']",0.7111111111111111,0.41111111111111115,Positive
1084,IBDinvestors,1322268066898604032,2020-10-30 20:04:08,1,5,"b'Stock market crumbles: Indexes Dive More Leaders Break; Monolithic Power, Ultragenyx strong $MPWR $RARE '","['MPWR', 'RARE']",0.7111111111111111,0.41111111111111115,Positive
1085,IBDinvestors,1321957571679440897,2020-10-29 23:30:20,0,8,"b"". joined  on this week's podcast this week to discuss the rise in market volatility. Plus, we take a look at 3 IBD Leaderboard stocks: $ADBE, $JD + $SAIL. Did you know Leaderboard is crushing the indexes this year? See  for more! ""","['ADBE', 'JD', 'SAIL']",0.7,0.5125,Positive
1087,IBDinvestors,1321906359613362176,2020-10-29 20:06:50,2,17,"b'Tech stocks bounced back sharply Thursday as the Nasdaq held support at the 11,000 level $NOW $PDD $QCOM '","['NOW', 'PDD', 'QCOM']",0.375,-0.0625,Negative
1089,IBDinvestors,1321588850725179393,2020-10-28 23:05:10,3,10,"b'How much money do you need to start investing? Less than you think. In this video, find out how to get started with anywhere from $500 to $1,000. Check out  for more! '","['500', '1']",0.25555555555555554,0.21944444444444444,Positive
1090,IBDinvestors,1321543656050839554,2020-10-28 20:05:35,4,11,"b'Stocks plunge on coronavirus fears, earnings tsunami; Chewy, First Solar, Shopify in focus $CHWY $FSLR $SHOP '","['CHWY', 'FSLR', 'SHOP']",0.3333333333333333,0.25,Positive
